title,companies,location,modality,description
Google Professional Data Engineer,Accenture España,"Barcelona, Catalonia, Spain",On-site,"
                ¿Quieres encontrar tu mejor futuro? ¡Búscalo en Google! Descubrirás que no debes dejar pasar la oportunidad de unirte al equipo de Accenture líder en tecnologías de Google, el Accenture Google Business Group (AGBG).

Somos un grupo flexible y ágil como las pequeñas empresas especialistas, pero con toda la fuerza y oportunidades de carrera profesional que la mayor y mejor empresa de servicios tecnológicos del mundo, Accenture, puede ofrecerte. Si te apasiona la tecnología ¡Éste es tu sitio!

Cada vez hay más empresas moviéndose a la nube, y actualmente Google es la nube con mayor crecimiento, ¡Así que muchos de nuestros clientes te necesitan! Ayudémosles juntos desde Accenture a modernizarse sacando el máximo partido a la nube de Google.

¿Por qué elegir Google Cloud para desarrollar tu carrera profesional?

Google Cloud es la nube con mayor crecimiento, ¡Aprovecha esta ventaja en tu carrera profesional!

Disfruta de la mejor tecnología, ¡Y de código abierto! Google ha creado y liberado algunos de los componentes de software más utilizados en la actualidad, como Kubernetes, Angular, MapReduce, HDFS, Android o Chromium.

Trabaja tranquilo en la nube más segura, construida sobre la mayore red del mundo. ¡Google gestiona más del 25% del tráfico de internet!

Maneja los datos mejor que nadie. ¡Usa la misma tecnología que el buscador de Google para la analítica de datos!

Piensa en el planeta. Google es la nube más verde. Mientras otras nubes intentan llegar ser 100% renovables en 2025, ¡Google funciona en energía 100% renovable desde 2017!

Como Ingeniero de Datos de Google Cloud harás posible la toma de decisiones basada en datos mediante la recopilación, transformación y publicación de estos. Deberás ser capaz de diseñar, construir, poner en funcionamiento, proteger y supervisar los sistemas de procesamiento de datos, con especial énfasis en la seguridad, el cumplimiento, la escalabilidad, la eficiencia, la confiabilidad, la fidelidad, la flexibilidad y la portabilidad. Además, debes ser capaz de aprovechar, implementar y entrenar constantemente los modelos preexistentes de aprendizaje automático. En tu día a día realizarás tareas como:

Diseñar sistemas de procesamiento de datos

Construir y poner en funcionamiento sistemas de procesamiento de datos

Poner en funcionamiento modelos de aprendizaje automático

Garantizar la calidad de las soluciones

¿Cómo esperamos que lo hagas?

Buscando aprender y disfrutar por el camino

Trabajando con el equipo de Accenture-Google y del cliente para diseñar e implantar soluciones modernas y escalables

Mostrando tu experiencia en Google Cloud

Aportando tu conocimiento e ideas para innovar en la estrategia, el diseño y la ingeniería

Demostrando buenas habilidades de comunicación para comprender y ser comprendido por el cliente

Siendo flexible y apoyándote en metodologías ágiles y DevOps

Actuando como mentor y referencia de los miembros del equipo con menor experiencia, ayudándoles a crecer y progresar

Contribuyendo a generar y compartir conocimiento

Titulación técnica: Ingeniería Informática, Industrial, Telecomunicaciones u otras con experiencia equivalente (Matemáticas, Física, otras ingenierías, etc.)

+5 años de experiencia en el sector de TI

+3 años de experiencia implantando arquitecturas de datos en la nube en producción, preferiblemente en Google Cloud

+1 año de experiencia trabajando con metodologías agile y herramientas DevOps

Conocimiento alto de tecnologías de Data, preferiblemente en Google Cloud

Conocimiento alto de tecnologías de BigData, preferiblemente Spark, Hadoop, BigQuery y Bigtable

Conocimiento alto de tecnologías de Streaming, preferiblemente Pub/Sub y Kafka

Conocimiento alto en procesos de ETL

Conocimiento alto de modelos, migración y calidad del dato

Conocimiento medio de otros servicios básicos de Google Cloud

Conocimiento medio de trabajos regulatorios y de cumplimiento en la gestión de datos

Conocimiento medio de bases de datos SQL y NoSQL

Certificación Google Associate Cloud Engineer o compromiso de estudiar y obtenerla en los primeros 6 meses

Certificación Google Professional Data Engineer o compromiso de estudiar y obtenerla en los primeros 6 meses

 "
Senior Data Engineer,Caravelo,"Barcelona, Catalonia, Spain",Hybrid,"
Caravelo is a travel-tech company with a global team and roots in Barcelona that specializes in subscriptions. We make travel better and more accessible by enabling our clients to offer better products and helping them to become more profitable and more stable businesses.
Our team has been growing over the past few years and at the moment we are a team of 50 people working mostly from our HQ in Barcelona. If you’d like to be part of our growth journey, read on.
Our platform is based on a SaaS architecture in a cloud environment on Amazon AWS. The domain of our subscription platform for travelers uniquely combines two different domains: the financial domain (Fintech) and the travel domain (Travel Tech).
Caravelo is the only platform in the world specializing in subscriptions for the travel vertical, reducing the need for our clients to develop specific adaptations or logic. Our data stack is AWS (Lake F, Glue, Redshift), Couchbase, MariaDB, Postgres, GitLab.
About you
We are looking for a highly skilled Senior Data Engineer focused on leading and executing the company’s data development initiatives.
The successful candidate will be responsible for designing and building scalable data pipelines, integrating and transforming data from multiple sources, and ensuring the data is accurate, consistent, and reliable. 
To achieve this goal, the Senior Data Engineer will bring engineering and data skills, contributing with hands-on development, ensuring good data governance, and will collaborate with data analysts, data scientists, and software engineers to deliver high-quality data-driven solutions.
Through this role, the Senior Data Engineer will help establish a continuous improvement mindset, with special attention to keeping a steady data stack, as well as improving product technical documentation to help Caravelo achieve a continuous data improvement strategy.
The Team
Our team is encouraged to unleash their passion, creativity, and energy to deliver exceptional travel experiences that enrich people’s lives. We work together to achieve common goals, prioritize customer needs, and take ownership of our work to make things happen, no matter what challenges we may face.At Caravelo, we believe that innovation is key to success, and we encourage our team to explore new ideas and approaches to travel, cultivating curiosity and openness along the way. We offer a supportive and inclusive environment where everyone can be their authentic selves, bring their unique perspectives and experiences to the table, and have fun while doing it.Join us at Caravelo and be a part of a team that is dedicated to making a difference in the world of travel.
What will you do?
In 1 MonthMeet the team, engage with all team members.Gain a high-level understanding of our business.Learn the CVO legacy and new data stacks and how they are set up for the specific product lines.Become acquainted with how we use Data in Caravelo.
In 3 MonthsYou are equipped by now to develop a strategic plan for our data.You own the ETL process for the new Data Platform.You team up with Product PM, Data Analysts, and Engineering to set up an efficient data transformation layer workflow for at least our Subscriptions product.You put emphasis on planning, building, and delivering work following best practices.You have in mind security standards when delivering code and solutions.
In 6 monthsYour solution in place delivers accurate and reliable reports to the entire company.Help onboard new Data Engineer members through mentorship and technical documentation.You find innovative ways to build solutions aligned to our Data Strategy, actively contributing to the future of the company.
Duties and responsibilities Design, develop, and maintain scalable and reliable data pipelines and ETL processes.Implement data integration and transformation processes to ensure data accuracy and consistency.Collaborate with data analysts and data scientists to design and implement data-driven solutions.Design and implement data quality checks and validations.Work closely with software engineers to integrate data into applications and systems.Implement and maintain data security and privacy standards.Troubleshoot data pipeline and ETL issues.Research and evaluate new data technologies and tools.
Required skills and experience Bachelor's or Master's degree in Computer Science, Data Science, or a related field.Communication skills: you can verbally and in writing communicate effectively in English and Spanish.At least 5 years of experience in data engineering, with a proven track record of delivering complex data engineering projects.Strong proficiency in programming languages such as Python, Java, Go or Scala.Strong experience with data integration and ETL tools such as Apache Spark, Apache Kafka, and AWS Glue or similar.Strong experience with data warehousing technologies such as Redshift, Snowflake, or BigQuery.Experience with cloud computing platforms such as AWS, Azure, or GCP.Familiarity with data visualization and reporting tools such as Tableau, Looker, or Power BI.Strong analytical and problem-solving skills.Excellent written and verbal communication skills.Ability to work independently and in a team environment.Experience in leading and mentoring junior data engineers is a plus.
Bonus pointsExperience in leading and mentoring junior data engineers.Cross-functional collaboration: Ability to work effectively with teams across the organization, including sales, finance, product, design and development teams, to ensure alignment and deliver results.Have knowledge of container and orchestrator technologies (e.g. Docker, Kubernetes).
What we offer Competitive salary and progression framework 💰Flexible working hours ⏰Remote work options 🏠A fantastic and spacious office in the heart of Barcelona 💎Free coffee & beer while in the office ☕️🍺The possibility to see the results of your work, and have a real impact on the business 🚀Diverse, inclusive and international work environment 🌏Tax Free Benefits with Cobee 💳Private Health Insurance with MapfreRestaurant CardTransport CardKindergartenTraining and conferences budget 📖Healthy life with Andjoy discount 💪🏻23 days holidays 🌴Fun environment & team: company events, celebrations, etc. 🎉
 "
Senior Data Engineer - Performance Marketing,King,"Barcelona, Catalonia, Spain",,"
Craft:
Data, Analytics & Strategy
Job Description:
King is the worldwide leader in mobile gaming, with more than 2 billion USD in yearly revenue and 340 million monthly active users thanks to brands like Candy Crush Saga.
With 14 Petabytes of data and dozens of billion events generated every day, data at King is in the heart of the business. The marketing engineering team is responsible for building complex, high-scale systems, working closely with other parts of the business to support the marketing activities for our popular games. We are looking for a senior developer with strong practical experience, and the drive and enthusiasm to succeed in a demanding and professional team environment.
Your role within our Kingdom
Engage directly with our stakeholders to understand the way they work and their problemsWork in a highly collaborative team to devise solutions to business problems, bringing your skills and ideas into every discussionContribute to the solutions at the backend of the data stack, from the ETL to data modelling, and occasionally work on the front end, on our BI reports and dashboardsTake ownership and responsibility for the quality of the solutions, testing them and ensuring best practices are used throughout the development process - particularly with regard to self-explanatory code, maintainability and scalabilityLearn new technical skills when needed and use them to help the team achieve successCollaborate with other teams within the Shared Tech organisation to ensure the consistent and coherent growth of our data capabilities
Skills To Create Thrills
Excellent SQL and query optimization skills and good understanding of data modelling techniquesSolid Python programming and experience building data pipelinesGoogle Cloud Platform including BigQuery or experience with other cloud computing providerAbility to understand business needs and turn these into meaningful data productsSelf-starter with a great drive and a curious and inquisitive mind-setWilling to step outside your comfort zone to broaden your skills and learn new technologiesHighly collaborative work style and open to share your knowledge, receiving and giving feedback, performing code reviews and so on
Tasty Bonus Skills
Experience with CI/CD automation and tools like DroneExperience with BI and Analytics tools such as Looker, Tableau or Qlik SenseExperience with infrastructure as code and tools like TerraformExposure to Agile workplaceOpen source project contributions
About King
King is the game developer behind the world-famous Candy Crush franchise, as well as mobile game hits including Farm Heroes, Bubble Witch and Pet Rescue. Candy Crush is the top-grossing franchise in US app stores, a position it has held for the last two years, and King’s games are being played by 245 million monthly active users as of Q3 2021. King, which is part of the Activision Blizzard group since its acquisition in 2016, employs nearly 2,000 people in game studios in Stockholm, Malmö, London, Barcelona and Berlin, and offices in San Francisco, New York, and Malta.
A Great Saga Needs All Sorts of Heroes
Making games is fun. Especially when you do it with people who share the same idea of what makes a good workplace great. We design games for everyone, no matter where they are or who they are, and we employ all sorts of people from all kinds of backgrounds to bring them to life. Truth is, we simply cannot expect diversity in our players and originality in our games without first nurturing it in our people. A great saga needs all sorts of heroes.
Making the World Playful
Making the World Playful is what inspires us to create new experiences and raise the bar. It’s what makes King a place where we can all dream bigger, continue to add innovation to our games, broadening the portfolio and exploring new territories in mid-core and casual. We take the art and science of gaming to the next level through our curiosity for the unexplored, passion for games, respect for each other and love for our players - and we’re not afraid to have fun along the way. In fact, together with our parent company Activision Blizzard and experts around the world, we believe having fun is good for you. There has never been a better time to join us. We're dreaming bigger and see a world of possibilities ahead. If you share our passion, our values, and our hunger to shape the future, join us in Making the World Playful!
Applications need to be in English.
Discover King at careers.king.com
 "
Data Science Oncology R & D,Morgan Philips Group,"Barcelona, Catalonia, Spain",On-site,"
Location: Barcelona, Spain (On-site)

Please just send CV in English, CV's in Spanish won't be considered.

Your Day To Day Work Will Include
Developing statistical and machine learning models to accelerate decision making, both internally and externally.Consultancy to drive best practise in the statistical analysis of bioinformatic data across the early drug portfolio.Working with a range of stakeholders across the oncology drug pipeline to ensure that models are fit for purpose, and that the insights derived from the models are clearly communicated.Developing best practice for predictive modelling, and working to educate stakeholders in both the benefits and the limitations of this approach. Essential for the role
Relevant PhD (or equivalent graduate plus applied experience) demonstrating technical expertise in applied mathematics or applied biostatistics, or similar.Experience in Bayesian or other advanced statistical learning techniques, and the drive to continue to learn and develop these skills.R / Python programming expertise in Unix high performance computing environment.Demonstrated experience applying a range of statistical learning techniques in practice.Demonstrated experience working with business customers to help formulate business problems as rigorous quantitative questions, and translating analysis results to business recommendationsFluent in English
 "
Technical Expert Data Analytics / Experto técnico en análisis de datos,TheWhiteam,Spain,Remote,"
                Desde TheWhiteam buscamos constantemente personas con talento dispuestas a unirse a nuestros proyectos. Si crees que estás preparado para disfrutar de tu trabajo y formar parte de nuestra gran familia, te invitamos a seguir leyendo lo que creemos que podría encajar con nuestras necesidades actuales.
Uno de nuestros principales clientes precisa incorporar un/a Experto técnico en análisis de datos para trabajar en uno de nuestros equipos profesionales más avanzados. Buscamos un perfil con amplia experiencia en Python, Spark SQL, Oracle y Big Data.
Conocimientos deseables :
 Postgre SQL;MySQL;PL/SQL ;PySpark; AWS; Power BI;Cyber Security Finance; Advanced IT Infrastructure; Data Modeling; ETL . Inglés alto. Se valorá conocimientos de alemán.
🔎¿Cuáles son las funciones?
 Organizar y coordinar las tareas del proyecto dentro del equipo y con otros departamentos ( IT Architecture, IT Infra, Cyber Security). Apoyar el proceso de auditoría. Comunicación directa y eficaz dentro del equipo y con todas las partes interesadas del proyecto. Comprender el objetivo del proyecto y apoyar a la empresa y al equipo en consecuencia. Cuestionar los requisitos y ofrecer opciones de soluciones alternativas con análisis de costes y beneficios. Proactivamente, proponer y crear sinergias entre los sistemas informáticos financieros. Apoyo Seguimiento de la situación y comunicación con las partes interesadas (Omega, Control financiero).
👉 ¿Qué ofrecemos?
Incorporación en proyecto de larga duración, con plan de carrera adaptado al desarrollo dentro de la empresa.Contrato indefinido.Retribución competitiva, en función de tus conocimientos y experiencia.Facilidades y medidas de conciliación laboral y personal.Teletrabajo. 
Compañía
Formar parte de THEWHITEAM es colaborar con una empresa formada por profesionales con una dilatada experiencia en consultoría tecnológica.
Creemos firmemente que las empresas y clientes marcan el camino a seguir en el sector, pero éste lo construyen las personas. Consideramos de vital importancia que nuestra organización se fundamente en nuestro mejor activo y marca de valor añadido que es nuestro equipo humano.
Beneficios
Por otra parte, te dejo también un pequeño resumen de políticas de la compañía para que nos vayas conociendo un poco mejor:
 Nuestro convenio es el de Consultoras y estudios de mercado Tenemos 23 días de vacaciones al año La empresa da como regalo el día de nuestro cumpleaños, para que podamos disfrutar de él sin trabajar Tenemos 14 pagas, 12 mensuales y dos extras (junio y diciembre) Como retribución flexible podemos pedir ticket guardería y también seguro médico + dental.
 "
Commercial - Data Engineer,PepsiCo,"Barcelona, Catalonia, Spain",On-site,"
Overview
Data Engineer will partner with Europe Advanced Analytics COE team to deliver number of Advanced Analytics use cases and data products leading activities around data acquisition, data modelling & architecture, advanced analytics platforms and data science toolkit management. She/He will collaborate with Data Scientists and IT Data & Analytics teams to design and develop data concepts and digital solutions, and to help industrialize ML solutions.
Responsibilities
Data Engineering Infrastructure:
Design, Support, Tools, Tuning, IntegrationBuild the infrastructure required for optimal extraction, transformation, and loading of dataBuild analytics tools & Provide support to other teamsDesign interfaces for data integrationPerformance tuningData platform support
Security, Act as guardians of the data:
Access Management, Security configuration, SupervisionKeep data securedDesign processes for Access ManagementWarrant the data is Valid, Accurate, Relevant, Granular, Consistent, Accesible
Data Consultancy & Governance & Data Quality:
Responsible for Data ModelingResponsible for Data Governance, Data QualityWork with stakeholders to assist with data-related technical issuesImplements processes and systems to monitor data qualityDesign, support and help Data Governance processesDesign models for data storage, integration, exploration and consume
Data Pipelines:
Create & Maintain optimal data pipeline architectureIdentify, design, and implement data process improvements (automating, optimizing, re-designing, …)Assemble large, complex data sets that meet functional / non-functional business requirements
Qualifications
4 years’ experienceA bachelor’s or master’s degree in Computer Science,Applied Mathematics, Engineering, or any other technology related field.Advanced working SQL knowledge and deep understanding of relational and warehousing database technologyExperience building and optimizing ‘big data’ data pipelines, architectures and data sets.Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvementBuild processes supporting data transformation, data structures, metadata, dependency and workload managementWorking knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.Software development skills. Programming in Python, R, Scala. Other languages from different paradigms will be consideredDatabricks & Spark programming experience. Parallel processingExperience with relational SQL databasesProven experience with delivery of complex Data migration/conversion or Analytics appsProven experience with designing and implementing Data maintenance & quality processes & toolsExperience with Azure: Azure Data Lake, Blob Storage,ML Services, Azure Data Factory, Synapse, other Azure toolsAny other experience with cloud platforms will be valuable (e.g. AWS, GCP)Nice to have - Data Science skills. Administration of DS development tools (JupyterLab, RStudio). Data visualization. Knowledge of main libraries for data science and machine learning algorithmsMust be a strong team player with effective teamwork skillsGood CPG Business process knowledgeMust be a quick learner and self-motivated.Used to work in Agile projects and fast delivery pace environmentsAbility to solve highly complex problems within work team and foster high level of collaboration remotely in a multi-cultural international environmentProficient business level English. Verbal and written communications skillsAbility to work under pressure, with little supervision Proactiveness is essential
 "
Data Team Lead/Senior Data Team Lead - Home Based in Europe,IQVIA,"Barcelona, Catalonia, Spain",Remote,"


Purpose of roles

You’ll be responsible for managing end-to-end delivery of data management services for single/multi-service projects, ensuring quality deliverables on time and within budget, to customer satisfaction. Provide comprehensive data management expertise to Clinical Data Management (CDM) team to provide high quality data management products that meet customer needs. Direct the team in areas of project planning, execution and close-out, financial management, communications and milestone deliverables.

Data Team Lead
Provide leadership and vision to the teamManage and deliver several large scale, high complexity/non-standard aspect studies across a range of customers/sponsors and Therapeutic areasManage customers/sponsors at both Study and Programme LevelManage delivery of areas requiring specific expertise (e.g Process, Finance)
Client Management: 
Serve as primary point of contact for customer on data management deliverablesProvide project management expertise working with customer data managers, key decision makers and internal team members to manage continuous process improvements, issue escalation, workload projections, and provide technical expertiseProvide input for and perform direct negotiations with customer, e.g., timelines, financial, process, resourcesMaintain strong customer relationshipsEnsure open communications with customer and Quintiles management to manage and meet contractual obligations
Service Management: 
Meet with Data Operations Coordinator (DOC) and/or Data Operations team members on a regular basis to ensure milestones meet timelines and quality deliverablesEstablish strong communications with Data Operations team, functional leads, project managers and all other stake holdersSupport DM service delivery with comprehensive DM process and technical expertise in executing projectsServe as the escalation point for unresolved data issues; work with client data managers, vendors, internal team members for resolutionWork with functional manager(s) to ensure appropriate resources are assigned to meet project deliverablesCreate and/or review and sign-off on all data management plan (DMP) documentsImplement proactive quality management plan/s. Identify any service and quality issues with agreed upon specifications per the DMP and contract/SOW and work with functional manager(s) to resolveTrack service performance and provide leadership to identify root causes of issues and implement remedial actionsMaintain internal tracking databases and systems
Data Team Lead – Minimum Education & Experience
Bachelor’s Degree, or educational equivalent, in health, clinical, biological or mathematical sciences, or related fieldA minimum of 5 years direct Data Management experience, including 3 or more years as a CDM project lead; or equivalent combination of education, training and experience
IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at https://jobs.iqvia.com

 "
Data Governance Lead,Cargill,"Sant Cugat del Vallès, Catalonia, Spain",,"
                Want to build a stronger, more sustainable future and cultivate your career? Join Cargill's global team of 160,000 employees who are committed to safe, responsible and sustainable ways to nourish the world. This position is in Cargill’s agricultural supply chain business, where we seamlessly connect farming customers with food, feed and industry.
Job Purpose and Impact
The Data Governance Lead will lead efforts to improve data quality across the organization. In this role, you will ensure data standards are defined, documented and deployed across complex projects and steady state data management.
Key Accountabilities
Provide leadership and oversight of the data governance program and operational model. Lead implementation of data governance within the business, onboard and train data owners and data stewards. Define, document and deploy data standards within complex projects and steady state data management. Identify data quality rules that will be embedded across the data domains and provide requirements for the build of data quality solutions and reports. Provide training on data standards and data quality monitoring across the organization. Build partnerships across function and business groups to ensure the data governance framework is understood and adhered to. Drive change management, mindset shift, communication and continuous education of business stakeholders on the value of data governance. Independently handle complex issues with minimal supervision, while escalating only the most complex issues to appropriate staff. Other duties as assigned
Qualifications
Minimum Qualifications
Bachelor's degree in a related field or equivalent experienceConfirmed experience in implementing data governance or data quality initiatives in the businessMinimum of four years of related work experience
Preferred Qualifications
Confirmed knowledge of Data Management standards and frameworks. 
We provide a fast paced stimulating international environment, which will stretch your abilities and channel your talents. We also offer competitive salary and benefits combined with outstanding career development opportunities in one of the largest and most solid private companies in the world.
Interested? Then make sure to send us your CV and cover letter in English today: 
Follow us on LinkedIn: https://www.linkedin.com/company/cargill
Cargill is committed to being an inclusive employer. Click here to find out more https://careers.cargill.com/diversity/
 "
Data Engineer,HOLA CONSULTORES SL,"Barcelona, Catalonia, Spain",On-site,"
Tus tareas
Hola Consultores, S.L somos una empresa especializada en la provisión de Servicios TIC e Ingeniería para la gestión empresarial. Trabajamos diseñando soluciones a medida de las necesidades de nuestros clientes.
Somos una empresa 2.0 innovadora donde las personas son muy importantes para nosotros. La ética, transparencia, imparcialidad e independencia forman parte de nuestra filosofía.
100% REMOTO Estamos en búsqueda de perfiles DATA ENGINEER, con experiencia para incorporara al equipo de una compañía holding anglo-española.
Tu perfil
✔Conocimientos necesarios y tecnologías requeridas:
 Extracción, transformación y procesamiento de datos con Python Diseño y desarrollo de informes KPI Consultar y administrar datos con SQL AWS Docker SQL (nivel alto) Habilidades de comunicación oral y escrita en inglés. Nivel C1

Disponibilidad para viajar fuera de España.
¿Por qué nosotros?
¿Qué te podemos aportar?
Contrato laboral indefinido y estabilidad desde el primer día.Todo nuestro apoyo para tu desarrollo personal/profesional.Incorporación inmediata.Excelente clima laboral.Seguro médico privado (completo + dental).Pago del 100% exámenes de certificación oficial.

Si tu perfil se ajusta al puesto y estás emocionado en formar parte de nuestro equipo, ¡nos encantaría saber de ti! ¡Únete a nuestro equipo! ¡En Hola Consultores apostamos por ti!
Quiénes somos
Hola, somos una Consultoría de Barcelona especializada en la selección, desarrollo y búsqueda de talento humano.
Misión
El desarrollo y la excelencia profesional en la gestión de los Recursos Humanos implementando soluciones enfocadas a la consecución de objetivos concretos.
Visión
Agilizamos los procesos aportando las capacidades tecnológicas adecuadas para la mejora continua de las empresas.
Estrategia
Consultoría estratégica con un relevante sentido práctico identificando las necesidades y aplicando soluciones e medida.
 "
DATA ENGINEER,Eurecat - Technology Centre of Catalonia,"Barcelona, Catalonia, Spain",Hybrid,"
                Take advantage of the opportunities to progress your career at the Barcelona location

Functions And Responsibilities
Design and implementation of Big Data Architectures including Spark, Hadoop, Kafka, NoSQL and Graph Databases and BI platforms.Design and deployment of data pipelines for bringing data from different source systems to DW system, including queue management and real-time data processing.Implementation of Data Spaces through standard building blocks from IDSA, Gaia-X and Fireware.Project management and technical lead in EU funded and private projects.Writing proposals for Horizon Europe calls (excellence, task description…)Eventually supporting the design and maintenance of Eurecat’s data platform, based on OpenStack.

Requirements:

REQUIREMENTS:

EDUCATION

MsC in Computer Science. Other technical background will also be considered (Engineer, Mathematics, Physics, etc.) and PhD or Masters in this field will be highly valuated.

Experience
Database Systems (MySQL, PostgreSQL, MongoDB, ElasticSearch…)Implementation of data catalogues (CKAN), data brokers and data connectors (DSC, Eclipse…)Data Space GovernanceAirflow and Python based ETL data pipelinesCloud providers (AWS, Azure, Google Cloud)Machine Learning, Algorithm Development and Big Data AnalysisLanguages and programming tools (Python, Java, Scala, SQL, C/C++, GitHub, Notebooks, Dockers, Kubernetes…)DevOps knowledge and experience in Linux is a big plus, specially deploying and maintaining big data infrastructures using Ambari or Ansible.Interest in Research, Innovation & Patent Publication, Conference Presentations, Prototyping, Full Lifecycle Product Development.

LANGUAGES

Proficient in English. Spanish is a plus but not a requirement, both written and spoken.
 "
D&A Product Owner Metadata and Data Catalog,Danone,"Barcelona, Catalonia, Spain",On-site,"
About The Job
Each time we eat and drink, we vote for the world we want to live in.
Danone’s mission is bringing health through food to as many people as possible and we want to invite people to join the movement for a healthier world. We recognize the power people have to impact the world through their daily choices. Healthy food needs a healthy planet, and this is what our new signature One Planet One Health embodies.
Danette, Evian, Activia, Volvic, Blédina, sound familiar to you? Do you know that behind these brands there is always Information Technology pushing them forward?
At Danone, we use advanced and innovative IT solutions which are implemented in all Danone units around the world to contribute to our mission bringing health through food to as many people as possible. Don’t wait, click and discover the Danone IS/IT universe and join the movement your IT skills could be a real asset for the alimentation revolution!
https//youtu.be/MqjF1HxsTyw
About You
Profile & Experience
 Extensive experience in Metadata Management and Data Lineage (e.g. business glossary, maintenance, data lineage documentation).  Extensive experience in one or more Metadata Management and Data Lineage tools (e.g. Collibra, Informatica Data Catalog, Ab Initio Metadata Explorer, IBM InfoSphere IGC, Talend Data Catalog etc.).  Experience or certifications in Data Management bodies of knowledge (E.g. DAMA, DCAM). 
Competencies
 Technical skills in all areas of Metadata Management or Data Catalog Implementation Profound experience with data cataloging tools Min. 3 years recent experience in engineering solutions that enable Metadata Management.  Knowledge of the elements of data governance capabilities and operating model, and how they will come together in the business to deliver value. In particular, data cataloging, data asset management (metadata etc), enterprise data modelling, data compliance Ability to work well in diverse teams and actively contribute to an inclusive team culture You are fluent in both spoken and written English
About Us
You will be working within the Data Governance team as a D&A Product Owner Metadata and Data Catalog and you will develop processes and procedures for developing a catalog of data assets and datasets in the data catalog in partnership with product and business SMEs, data management, and technology teams.
You will develop and drive the Danone global metadata framework that is in line with Danone’s data strategy. You will
 be responsible for leading a build out of data taxonomy, data dictionary and business glossaries of data assets.  drive implementations in the Data Catalog and environment, based on a data-oriented framework and data strategy, and work with stakeholders globally to analyze, understand and implement data management requirements.  shape the further development of the services, processes, and platform of the Enterprise Data Catalog assess, define requirements, select, and implement an enterprise-wide metadata management solution (data catalog).  leverage the metadata management framework to prioritize issues, agree on definitions and raise possible issues.  deliver on Metadata initiatives as defined, agreed, and prioritized lead design, maintenance, and continuous improvements to the Metadata Management and Data Lineage Frameworks, including underlying processes and procedures lead the coordination of day-to-day metadata processes that ensure the integrity, usability, and transfer of enterprise metadata, in alignment with established goals and deadlines.  lead the definition and management of risk associated with Metadata Management and Data Lineage through appropriate controls and management of Key Risk Indicators.  partner with adjacent teams from Data Engineering, Data Analytics, Cloud Engineering and Data Architecture teams.  document and present methodologies, procedures, and project results to senior stakeholders across different functions
 "
Data Engineer DataStage,Logicalis Spain,"Sant Cugat del Vallès, Catalonia, Spain",Hybrid,"
En Logicalis Spain actualmente estamos buscando a un/a Data Engineer con experiencia en DataStage para incorporarse en uno de nuestros clientes del sector seguros.
Requisitos: 
Experiencia de al menos 3 años con:
IBM Infosphere Information ServerDataStageDesarrollo de ETL
Beneficios y ventajas:
Formarás parte de una empresa certificada como Great Place to Work (GPTW) donde apostamos por la ambición tecnológica, el desarrollo y el talento profesional.Contratación indefinida.Flexibilidad laboral.Modalidad de trabajo: Híbrido. (50% en Sant Cugat del Vallès).Horario de oficina con viernes y verano intensiva.Formaciones y Certificaciones a medida.Clases de Idiomas.Plataforma de descuentos.Seguro médico.Gympass.Posibilidad de acogerse a planes de remuneración flexible (tarjeta restaurante, tarjeta transporte, tickets guardería…).
 "
